model,dataset_idx,task,source,answer,media,prompt,response,layer_idx,image_ratio,prompt_ratio,gen_ratio
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,1,0.1409912109375,0.8056640625,0.053192138671875
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,2,0.446044921875,0.5146484375,0.03955078125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,3,0.404052734375,0.53759765625,0.058746337890625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,4,0.49755859375,0.45263671875,0.049896240234375
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,5,0.54931640625,0.40283203125,0.047607421875
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,6,0.450439453125,0.493408203125,0.05621337890625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,7,0.58203125,0.38525390625,0.0325927734375
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,8,0.43408203125,0.423095703125,0.142822265625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,9,0.44287109375,0.4814453125,0.07568359375
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,10,0.3330078125,0.61865234375,0.04815673828125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,11,0.407958984375,0.5361328125,0.055755615234375
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,12,0.4228515625,0.43408203125,0.14306640625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,13,0.389404296875,0.56103515625,0.049407958984375
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,14,0.2266845703125,0.76123046875,0.0117950439453125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,15,0.38330078125,0.5185546875,0.09844970703125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,16,0.1719970703125,0.6689453125,0.1593017578125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,17,0.1409912109375,0.83984375,0.0189361572265625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,18,0.348388671875,0.5537109375,0.09771728515625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,19,0.53271484375,0.44580078125,0.0216827392578125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,20,0.4033203125,0.572265625,0.02471923828125
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,21,0.63232421875,0.30029296875,0.06756591796875
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,22,0.43701171875,0.5546875,0.00817108154296875
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,23,0.521484375,0.372802734375,0.105712890625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,24,0.57373046875,0.298583984375,0.1275634765625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,25,0.5341796875,0.45751953125,0.00823211669921875
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,26,0.52978515625,0.425537109375,0.044586181640625
Zhoues/RoboRefer-2B-SFT,48,Count,ADE20K,(B),/tmp/tmpe1qf2c7y.png,"How many bottles are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 3
(D) 2",(B) 1,27,0.46484375,0.469970703125,0.06524658203125
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,0,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,1,0.13818359375,0.79638671875,0.06549072265625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,2,0.40380859375,0.5419921875,0.054046630859375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,3,0.31787109375,0.6162109375,0.066162109375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,4,0.389892578125,0.54150390625,0.068359375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,5,0.413330078125,0.53369140625,0.05303955078125
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,6,0.3857421875,0.54052734375,0.07366943359375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,7,0.52001953125,0.447021484375,0.033172607421875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,8,0.3798828125,0.454345703125,0.1658935546875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,9,0.44482421875,0.4775390625,0.07781982421875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,10,0.35400390625,0.57958984375,0.06640625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,11,0.398193359375,0.54052734375,0.0614013671875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,12,0.36767578125,0.492431640625,0.1397705078125
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,13,0.341064453125,0.587890625,0.071044921875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,14,0.24951171875,0.73828125,0.0124664306640625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,15,0.311767578125,0.58447265625,0.10357666015625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,16,0.11187744140625,0.7255859375,0.1627197265625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,17,0.09747314453125,0.8662109375,0.03631591796875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,18,0.364990234375,0.53955078125,0.09515380859375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,19,0.49169921875,0.481689453125,0.02691650390625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,20,0.4150390625,0.560546875,0.0246429443359375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,21,0.5966796875,0.346923828125,0.056549072265625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,22,0.390869140625,0.59130859375,0.017974853515625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,23,0.52734375,0.36279296875,0.11004638671875
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,24,0.61572265625,0.26123046875,0.12298583984375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,25,0.6103515625,0.374755859375,0.014556884765625
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,26,0.56640625,0.404541015625,0.0290374755859375
Zhoues/RoboRefer-2B-SFT,49,Count,ADE20K,(B),/tmp/tmp6cjratc8.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 4
(D) 1
(E) 0
(F) 5",(A) 2,27,0.41064453125,0.51220703125,0.07684326171875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,0,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,1,0.1405029296875,0.79296875,0.06671142578125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,2,0.407470703125,0.53662109375,0.055755615234375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,3,0.346923828125,0.58544921875,0.06756591796875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,4,0.396728515625,0.5302734375,0.07330322265625
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,5,0.431640625,0.50927734375,0.058929443359375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,6,0.38525390625,0.537109375,0.07733154296875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,7,0.54541015625,0.423583984375,0.031341552734375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,8,0.379150390625,0.450927734375,0.1697998046875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,9,0.4638671875,0.458984375,0.0772705078125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,10,0.303466796875,0.6337890625,0.06304931640625
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,11,0.367919921875,0.5673828125,0.06463623046875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,12,0.404541015625,0.458984375,0.1363525390625
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,13,0.35546875,0.55810546875,0.08660888671875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,14,0.262451171875,0.7236328125,0.01380157470703125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,15,0.317138671875,0.576171875,0.1065673828125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,16,0.12255859375,0.71484375,0.16259765625
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,17,0.11883544921875,0.83349609375,0.04779052734375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,18,0.336669921875,0.5673828125,0.0958251953125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,19,0.471923828125,0.5029296875,0.02532958984375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,20,0.3828125,0.58935546875,0.0278167724609375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,21,0.609375,0.343994140625,0.046630859375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,22,0.412841796875,0.576171875,0.01116180419921875
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,23,0.5322265625,0.361328125,0.10626220703125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,24,0.587890625,0.283935546875,0.1280517578125
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,25,0.62255859375,0.365966796875,0.01168060302734375
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,26,0.58203125,0.387451171875,0.0299072265625
Zhoues/RoboRefer-2B-SFT,50,Count,ADE20K,(A),/tmp/tmprst24_eg.png,"How many walls are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 4
(E) 0",(A) 2,27,0.4599609375,0.46142578125,0.07867431640625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,0,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,1,0.10858154296875,0.82421875,0.06732177734375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,2,0.378173828125,0.560546875,0.06146240234375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,3,0.355712890625,0.5751953125,0.06927490234375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,4,0.41455078125,0.513671875,0.071533203125
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,5,0.436767578125,0.51220703125,0.051025390625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,6,0.39697265625,0.53515625,0.06829833984375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,7,0.564453125,0.40185546875,0.033905029296875
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,8,0.38232421875,0.44140625,0.1761474609375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,9,0.457763671875,0.4609375,0.0814208984375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,10,0.320068359375,0.62451171875,0.055206298828125
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,11,0.388916015625,0.5517578125,0.059295654296875
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,12,0.40478515625,0.462890625,0.13232421875
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,13,0.34375,0.5732421875,0.08294677734375
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,14,0.2396240234375,0.74658203125,0.01383209228515625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,15,0.3095703125,0.58740234375,0.1031494140625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,16,0.11993408203125,0.72119140625,0.1590576171875
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,17,0.1107177734375,0.83984375,0.049591064453125
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,18,0.35400390625,0.5458984375,0.100341796875
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,19,0.479248046875,0.489990234375,0.0308837890625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,20,0.46044921875,0.50439453125,0.03472900390625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,21,0.61279296875,0.33984375,0.04742431640625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,22,0.453369140625,0.537109375,0.009765625
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,23,0.50244140625,0.386474609375,0.1112060546875
Zhoues/RoboRefer-2B-SFT,51,Count,ADE20K,(C),/tmp/tmp3nyiy03k.png,"How many dividers are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",(A) 3,24,0.6064453125,0.2763671875,0.11712646484375
