model,task,correct,layer_idx,count,avg_image_ratio,avg_prompt_ratio,avg_gen_ratio
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,14,293,0.20568930980695393,0.7823232188566553,0.011993225930900703
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,15,293,0.3504367867427474,0.5408906383319113,0.10867819932540529
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,16,293,0.1441240017731442,0.6425381292662116,0.21334349336070818
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,17,293,0.1212152995347163,0.8108501759812287,0.06793921148410836
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,18,293,0.3373815126386519,0.5354987134705631,0.1271160242907423
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,19,293,0.5926751146544369,0.35298901450511944,0.054303895084524316
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,20,293,0.5382692512798635,0.43612764638438567,0.02561612178034343
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,21,293,0.5881739281143344,0.3433917048848123,0.06842384728962245
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,22,293,0.45296585030930037,0.5303750933233788,0.01664148011712084
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,23,293,0.5811596763011946,0.31103765598336175,0.10779308540422355
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,24,293,0.6619593909982935,0.25918568686006827,0.07884731878599616
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,25,293,0.6717600122653583,0.3115867640784983,0.016642495633799062
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,26,293,0.523714970403157,0.3935971829671502,0.08270326165209044
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,27,293,0.48900283969709896,0.4351727482401877,0.07583222372946885
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,0,495,nan,nan,nan
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,1,495,0.09516126844618056,0.8191869870580808,0.08564551767676767
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,2,495,0.45013563368055554,0.47927616003787876,0.07058832958491161
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,3,495,0.509069700915404,0.44653764204545454,0.04438790986032197
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,4,495,0.4091269136679293,0.5142430160984849,0.07663833155776516
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,5,495,0.592248658459596,0.36238902698863634,0.045342339409722224
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,6,495,0.46749921085858587,0.47227943497474745,0.060225238222064395
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,7,495,0.5523837002840909,0.40381845801767674,0.04380708944917929
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,8,495,0.407095367739899,0.3789974944760101,0.21390590475063131
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,9,495,0.5811671401515152,0.36185290404040404,0.056972002742266416
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,10,495,0.23987876815025252,0.6970061947601011,0.06310615924873737
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,11,495,0.40150676688762627,0.5169265901199495,0.08156602647569444
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,12,495,0.25845959595959594,0.6009045533459596,0.14063498757102272
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,13,495,0.2661404079861111,0.6554056186868686,0.07845385002367425
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,14,495,0.21275918363320706,0.7731267755681818,0.014109940962357955
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,15,495,0.36358013731060607,0.5258867976641414,0.11053454466540404
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,16,495,0.14950296421243686,0.6335316051136364,0.21695396346275253
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,17,495,0.15326044872553662,0.7686839094065656,0.0780423251065341
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,18,495,0.3556177004419192,0.5243795375631313,0.12000658439867425
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,19,495,0.5893091066919192,0.3614420572916667,0.04924704811789773
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,20,495,0.5501583214962121,0.4240165325126263,0.0258297698666351
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,21,495,0.5954328440656566,0.3381214488636364,0.06644022007181187
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,22,495,0.4611170296717172,0.5193088107638889,0.019565327962239584
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,23,495,0.5633670691287879,0.32450284090909093,0.11212145872790404
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,24,495,0.644405973800505,0.2769827178030303,0.07860458836410984
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,25,495,0.6654928188131313,0.3193813131313131,0.015122585103969381
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,26,495,0.4931571575126263,0.41862571022727274,0.08821454288983586
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,True,27,495,0.4725684580176768,0.4488034643308081,0.07863153014520202
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,0,94,nan,nan,nan
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,1,94,0.08886134370844415,0.8160374418218085,0.09509147481715426
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,2,94,0.4766066530917553,0.45371717087765956,0.0696644884474734
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,3,94,0.5656062998670213,0.3886459025930851,0.04574552495428856
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,4,94,0.4211633560505319,0.4981040142952128,0.08073133103390957
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,5,94,0.5825377119348404,0.36783681017287234,0.04959203841838431
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,6,94,0.4635970744680851,0.475946953956117,0.06041279244930186
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,7,94,0.5425895528590425,0.42252690741356386,0.03483630241231715
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,8,94,0.424560546875,0.3656031831781915,0.20982198512300532
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,9,94,0.5470983626994681,0.3972090051529255,0.05567899663397606
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,10,94,0.25095708319481386,0.6878428357712766,0.06119878241356383
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,11,94,0.4046111411236702,0.5264191323138298,0.06899797155501995
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,12,94,0.21245428856382978,0.6266622340425532,0.16088217877327127
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,13,94,0.2497415745511968,0.6648208942819149,0.08544792012965426
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,14,94,0.22666379238696807,0.7520414311835106,0.021267018419630985
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,15,94,0.35322992852393614,0.528925469581117,0.11786213326961437
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,16,94,0.1264979585688165,0.6707426030585106,0.20276787940492022
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,17,94,0.18360413896276595,0.7418083028590425,0.07459502524517952
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,18,94,0.3297898312832447,0.5458153257978723,0.12439938809009309
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,19,94,0.6598757480053191,0.2939245345744681,0.0462377020653258
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,20,94,0.6467908494015957,0.3170945187832447,0.036081192341256646
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,21,94,0.6556266622340425,0.29716589095744683,0.047204524912732714
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,22,94,0.5109032164228723,0.4761235663231383,0.012982956906582447
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,23,94,0.559320977393617,0.34620958693484044,0.09447982463430851
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,24,94,0.612559217087766,0.3107390708111702,0.07668807658743351
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,25,94,0.7237159242021277,0.2639406894115692,0.01227748140375665
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,26,94,0.5250841505984043,0.3784023853058511,0.09651541202626329
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,False,27,94,0.48659044630984044,0.4361052817486702,0.07731790745511968
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,0,556,nan,nan,nan
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,1,556,0.08979632700089928,0.8191743480215827,0.09103602128063175
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,2,556,0.46700500927383093,0.45818301413556656,0.07480879310223697
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,3,556,0.5693938989433454,0.3857369182778777,0.04487028053338579
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,4,556,0.4233275488983813,0.4968634955316996,0.07980665028524056
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,5,556,0.594254967120054,0.35844103037882197,0.04732145679940423
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,6,556,0.46086373089028776,0.47941139276079137,0.05972410792069469
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,7,556,0.5488369070368705,0.41445505704811153,0.03670850246072673
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,8,556,0.42334379566659175,0.3680722902147032,0.20858742693345322
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,9,556,0.5480386198853417,0.39772835052270683,0.05423901235456947
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,10,556,0.26261803057553956,0.6761044289568345,0.061277760018547664
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,11,556,0.38539222333071044,0.5462440106508543,0.06836338180432217
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,12,556,0.21064242356115107,0.6355955274842626,0.15375502332508992
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,13,556,0.24462934535184352,0.67778794542491,0.07757776932750675
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,14,556,0.2235482853951214,0.7551041198291367,0.02134537182265906
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,15,556,0.35758214717288667,0.5270772151809802,0.11534634597009892
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,16,556,0.1316392198741007,0.6707781235948741,0.1975795828181205
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,17,556,0.16408214980749775,0.7576570579473921,0.07826573214084982
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,18,556,0.3043094333127248,0.5625483012027878,0.13314215570902652
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,19,556,0.660923800022482,0.2958461843806205,0.043222935079670635
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,20,556,0.6424103880957733,0.3191510756238759,0.038439414484037766
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,21,556,0.6467899898830936,0.3041904367131295,0.04900519281840153
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,22,556,0.5050817256351169,0.47896789989883093,0.015938834320727013
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,23,556,0.5545267887252698,0.3544122709644784,0.09105204849792041
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,24,556,0.6172595127023381,0.30268080457508995,0.08005710299924124
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,25,556,0.7234448769109713,0.264714083225607,0.01183023384149126
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,26,556,0.5190776577956385,0.3772969417434802,0.10361376426202788
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Relation,True,27,556,0.48537176118480213,0.4380769798223921,0.07654028144671762
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,0,566,nan,nan,nan
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,1,566,0.12315309342562941,0.7882809049249117,0.08856891322051678
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,2,566,0.5298369175132509,0.4133387050022085,0.056819147440232996
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,3,566,0.6319524003423145,0.33345554742712014,0.034589922470254525
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,4,566,0.5188764700198764,0.39921219357332155,0.0819181300726038
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,5,566,0.4527298890238516,0.4809350327131184,0.06633944561961683
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,6,566,0.49462502415525617,0.4588101120803887,0.04656421674856449
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,7,566,0.6052910363295053,0.3682779372791519,0.02643601380472891
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,8,566,0.4689635152109099,0.3370809925739841,0.19395290415194347
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,9,566,0.5167365731283127,0.40783950212566256,0.07541120010214222
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,10,566,0.2207376325088339,0.7055681316254417,0.0736980101245031
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,11,566,0.46019903931095407,0.47203597752871024,0.06776298819498122
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,12,566,0.20841392274458923,0.6438316102583922,0.14776460357773852
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,13,566,0.28049881466707155,0.6373010642115724,0.08220227784065813
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,14,566,0.2597479399017226,0.7162507936727032,0.02400292440353771
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,15,566,0.4136945636870583,0.4951788696720406,0.09112850768827296
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,16,566,0.15382617101231227,0.6523842963228799,0.1937864054218198
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,17,566,0.2619939473829505,0.6897585164531802,0.04824004156429439
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,18,566,0.32242090878975266,0.5785666961130742,0.09901422830857995
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,19,566,0.38425016908679327,0.5106248619699647,0.10512194953621908
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,20,566,0.4094130445284894,0.5228073066199205,0.06777366395552673
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,21,566,0.5868761042402827,0.37398073445781804,0.03913755383171378
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,22,566,0.3879144351810954,0.570951320257288,0.0411461873947521
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,23,566,0.549881898051016,0.3527288537985866,0.09738746885697327
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,24,566,0.626771097890901,0.2740107559905035,0.0992036960992712
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,25,566,0.564972894351811,0.37806858022305656,0.05695235181613019
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,26,566,0.5904993926678446,0.35286343308303886,0.05667027989040415
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,False,27,566,0.40624913731227913,0.48585364675353354,0.10789581406664091
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,0,222,nan,nan,nan
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,1,222,0.11948319168778153,0.7947943060247747,0.08570738096494933
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,2,222,0.5364286405546171,0.4030145868524775,0.06054976179793074
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,3,222,0.6274260099943694,0.337720166455518,0.03484626288886543
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,4,222,0.5163904138513513,0.40301348711993246,0.08059087529912726
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,5,222,0.4579517261402027,0.4774444855011261,0.06461835981489301
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,6,222,0.4994578318552928,0.45441828547297297,0.04612621960339246
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,7,222,0.6054731489301802,0.36674980644707206,0.027760754834424268
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,8,222,0.47390664590371623,0.33400526991835583,0.19208258551520271
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,9,222,0.510132935670045,0.4132300024634009,0.07662578960796734
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,10,222,0.22769137545748874,0.6984511366835585,0.07385968732404279
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,11,222,0.45324267138231983,0.4763062623170045,0.07046962428737331
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,12,222,0.21717793232685811,0.6355486345720721,0.14729212855433557
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,13,222,0.2711049672719595,0.6467483108108109,0.08214562218468469
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,14,222,0.25868953670467343,0.7174523155968469,0.023827612937033713
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,15,222,0.4246166332347973,0.4821920308980856,0.09319628466356981
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,16,222,0.17732389982756194,0.6341343785191441,0.18856014217342343
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,17,222,0.26283387880067566,0.6839412654842343,0.053223618515976914
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,18,222,0.3145894918355856,0.5825525232263513,0.10285716013865429
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,19,222,0.38278830588400903,0.5217604078688063,0.09545623504363739
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,20,222,0.42860976210585583,0.5005564646677928,0.07082841203019426
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,21,222,0.5843120952984234,0.37349226668074326,0.04219089542423283
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,22,222,0.40923027519707206,0.5553099486204955,0.03547654710374437
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,23,222,0.5521361204954955,0.35048256264076577,0.09738901499155406
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,24,222,0.625464087134009,0.2764887079462275,0.09803510786176801
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,25,222,0.5657871005771397,0.38368568764076577,0.05052446245073198
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,26,222,0.5789673951295045,0.3618768915399775,0.059141416807432436
ch-min/NVILA-Lite-2B-SINGLE_SAT_80K-20251107_104236,Count,True,27,222,0.4111932977899775,0.48326536986204954,0.10553913288288289
